district_num,alloc_B01003_001E,alloc_B03002_001E,alloc_B03002_003E,alloc_B03002_004E,alloc_B03002_012E,alloc_B15003_001E,alloc_B15003_022E,alloc_B15003_023E,alloc_B15003_024E,alloc_B15003_025E,alloc_B25003_001E,alloc_B25003_002E,alloc_pop_weight,alloc_income_wt,alloc_age_wt,total_pop,white_pct,black_pct,hispanic_pct,college_pct,owner_occ_pct,median_income,median_age,district_land_area_sqmi,pop_density
81,114054.588314,114054.588314,101830.231874,764.860757,8236.820613,78833.747395,8965.030745,3897.734886,534.047414,325.000000,46012.943425,36802.601463,114054.588314,8450803030.614414,4758930.476026,114054.588314,0.892820,0.006706,0.072218,0.174060,0.799831,74094.371437,41.725024,1431.568904,79.671043
82,113056.411672,113056.411672,100655.768113,1066.139243,8343.179387,77739.252595,10391.969254,4525.265113,619.952586,296.000000,45292.056569,36592.398533,113056.411672,8299673151.674743,4678091.523294,113056.411672,0.890315,0.009430,0.073797,0.203670,0.807921,73411.786460,41.378383,1549.098642,72.982061
83,121929.514254,121929.514254,109509.484337,1828.686577,5413.480736,81741.893532,13348.037484,6188.669079,816.660181,739.292576,50305.043190,36448.100656,121929.514254,8767956711.772354,4893609.195350,121929.514254,0.898138,0.014998,0.044398,0.258040,0.724542,71910.043810,40.134739,1230.209286,99.112822
84,110727.496564,110727.496564,104973.610153,684.564363,2181.875040,74595.543101,9726.798350,4251.950467,731.016337,282.419186,44681.837952,33237.505936,110727.496564,8368963248.508757,4555600.457472,110727.496564,0.948036,0.006182,0.019705,0.200980,0.743871,75581.617107,41.142450,1046.964082,105.760549
85,116401.758658,116401.758658,106605.697744,2324.309126,2210.559188,79890.366747,10324.040638,4423.342030,389.339817,295.707421,46880.010318,34949.983514,116401.758658,8695230193.157578,4772776.657519,116401.758658,0.915843,0.019968,0.018991,0.193170,0.745520,74700.161694,41.002616,1082.037835,107.576422
86,115740.050739,115740.050739,98462.253811,4735.014349,3707.586156,79776.691545,14398.520584,5616.811826,1347.559218,570.728131,41963.322884,30139.795855,115740.050739,10270463937.419670,4580459.441689,115740.050739,0.850719,0.040911,0.032034,0.274938,0.718241,88737.337437,39.575406,526.817802,219.696545
87,113371.441170,113371.441170,107259.779215,599.985814,2261.428062,80203.267049,9108.225920,3720.032378,516.771062,650.072392,46686.682671,35681.360523,113371.441170,7966081159.728138,4905662.110056,113371.441170,0.946092,0.005292,0.019947,0.174495,0.764273,70265.325002,43.270704,1532.429257,73.981517
88,113630.999446,113630.999446,96924.999773,3205.999926,9277.999785,78728.999689,10524.000000,4084.000000,679.000000,350.000000,46550.999805,34391.999911,113630.999446,7479793236.694834,4759828.385755,113630.999446,0.852980,0.028214,0.081650,0.198618,0.738803,65825.287758,41.888467,971.387723,116.978007
89,114294.698122,114294.698122,96312.652699,6631.000000,5358.070752,83991.369317,15197.089952,6119.043202,994.763279,860.073653,49978.298466,37256.689861,114294.698122,8213161716.917680,5239508.980404,114294.698122,0.842669,0.058017,0.046879,0.275873,0.745457,71859.516249,45.842100,1213.106432,94.216546
90,115123.604721,115123.604721,107255.191044,1973.934053,1651.796545,79737.743377,8111.116406,4405.187336,537.000000,432.978018,44562.146876,31418.673638,115123.604721,6111490131.272541,4769039.422123,115123.604721,0.931652,0.017146,0.014348,0.169133,0.705053,53086.333998,41.425383,1428.019496,80.617670
91,114153.846330,114153.846330,106935.525172,1619.761868,1440.820412,78143.795287,7605.838971,3340.102956,392.478682,276.894649,44998.521606,31005.388475,114153.846330,6502985610.790087,4656696.183244,114153.846330,0.936767,0.014189,0.012622,0.148640,0.689031,56966.854993,40.793161,1693.546969,67.405185
92,115536.624655,115536.624655,104970.258850,4202.583893,1327.535460,82313.519643,8663.239209,3226.802561,652.505036,400.276873,45314.089744,33015.146321,115536.624655,7066525807.559443,4829427.198803,115536.624655,0.908545,0.036374,0.011490,0.157238,0.728585,61162.647158,41.799968,1416.455890,81.567400
93,119134.999981,119134.999981,111834.999983,1851.999999,1234.000000,82830.999985,9199.999998,4155.999999,856.000000,602.000000,46477.999990,34244.999998,119134.999981,6814503007.565091,4987807.899173,119134.999981,0.938725,0.015545,0.010358,0.178846,0.736800,57199.840590,41.866856,1349.968475,88.250209
94,113112.459186,113112.459186,106863.734204,1108.287275,1298.651318,81459.572945,9612.408459,4859.569098,793.799663,803.387852,46512.788724,34500.541210,113112.459186,6663481863.674212,4960857.333128,113112.459186,0.944757,0.009798,0.011481,0.197266,0.741743,58910.237755,43.857744,1445.073093,78.274559
95,114242.995740,114242.995740,102940.393184,3629.672585,2169.574667,75227.617695,9998.699650,5750.652746,667.269531,1233.384628,41743.178728,29827.215850,114242.995740,6498642197.929804,4777259.095229,114242.995740,0.901065,0.031772,0.018991,0.234621,0.714541,56884.381890,41.816648,1954.334736,58.456207
96,113048.865684,113048.865684,102176.148726,4519.000000,1468.000000,81134.110884,9537.735352,4162.304084,518.000000,595.000000,47790.927880,34995.777637,113048.865684,6332591159.394087,5005184.170480,113048.865684,0.903823,0.039974,0.012986,0.182575,0.732268,56016.406012,44.274519,1112.457627,101.620828
97,113787.177081,113787.177081,103556.180783,3307.040140,1494.779542,78384.041675,9369.178909,4640.490127,737.933965,265.228836,46155.284162,31459.615847,113787.177081,6871542234.700034,4632571.657658,113787.177081,0.910087,0.029063,0.013137,0.191529,0.681604,60389.425338,40.712599,917.037382,124.081285
98,122479.757747,122479.757747,116156.191676,765.371806,1595.906789,78356.013477,8994.469198,3600.027872,648.620205,543.624938,43451.018802,32246.515568,122479.757747,8519120799.802191,4647262.400920,122479.757747,0.948371,0.006249,0.013030,0.175950,0.742135,69555.336788,37.943106,1320.685661,92.739523
99,125914.434507,125914.434507,111388.851165,3679.017040,5037.128489,89101.920177,14377.475551,5978.355210,1301.957918,638.196356,49113.696458,38729.850669,125914.434507,9963751212.454695,5510335.109427,125914.434507,0.884639,0.029218,0.040004,0.250230,0.788575,79131.127829,43.762537,1179.599365,106.743389
